CODE ISIN,Code Maroclear,OPCVM,Société de Gestion,Nature juridique,Classification,Sensibilité,Indice Bentchmark,Périodicité VL,Souscripteurs,Affectation des résultats,Commission de souscription,Commission de rachat,Frais de gestion,Dépositaire,Réseau placeur,AN,VL,YTD,1 jour,1 semaine,1 mois,3 mois,6 mois,1 an,2 ans,3 ans,5 ans,DatePublication,TypePublication,VL_Million,AN_Million,PerformancePositive
MA0000040347,4034,PATRIMOINE ACTIONS,WAFA GESTION,FCP,ACTIONS,-,MASI,QUOTIDIENNE,FGP,CAPITALISANT,0.03,0.015,0.02,ATTIJARIWAFA BANK,WAFA GESTION,2207714337.44,1958.47,0.004241,,0.008035,-0.017035,-0.013246,-0.004767,-0.062175,0.308762,0.492873,0.526786,2026-07-31,Hebdomadaire,0.00195847,2207.7143374400002,True
MA0000040198,4019,PATRIMOINE AL MOUSSAHAMA,WAFA GESTION,FCP,ACTIONS,-,-,HEBDOMADAIRE,FGP,CAPITALISANT,0.03,0.01,0.02,ATTIJARIWAFA BANK,WAFA GESTION,205920273.82,1309.05,0.030829,,0.009306,-0.023971,-0.031625,0.004404,-0.045095,0.341927,0.535795,0.508035,2026-07-31,Hebdomadaire,0.00130905,205.92027382,True
MA0000035701,3570,PATRIMOINE AVENIR,CFG GESTION,FCP,ACTIONS,-,CFG 25 FLOTTANT,HEBDOMADAIRE,FGP,CAPITALISANT,0.0045,0.0045,0.02,CFG BANK,CFG GESTION; CFG BANK,69535208.924658,766.32,-0.048215,,0.001752,-0.017815,-0.026537,-0.051056,-0.127188,0.172335,0.345365,0.344397,2026-07-31,Hebdomadaire,0.00076632,69.535208924658,False
MA0000042194,4219,PATRIMOINE CROISSANCE,WAFA GESTION,FCP,DIVERSIFIÉ,-,25% MASI RB + 75% MBI MLT,HEBDOMADAIRE,FGP,MIXTE,0.03,0.015,0.02,ATTIJARIWAFA BANK,WAFA GESTION,562811409.98,1417.49,0.001512,,0.004863,-0.014366,-0.018277,-0.008311,-0.003403,0.238935,0.406868,,2026-07-31,Hebdomadaire,0.00141749,562.81140998,True
MA0000042301,4230,PATRIMOINE MULTIVALEURS,WAFA GESTION,FCP,ACTIONS,-,85% MASI RB + 15% MBI MT,HEBDOMADAIRE,FNPP,MIXTE,0.002,0.001,0.02,ATTIJARIWAFA BANK,WAFA GESTION,3126323180.85,1402.99,0.035876,,0.008961,-0.016288,-0.012278,0.009491,-0.01016,0.393016,0.597011,0.591305,2026-07-31,Hebdomadaire,0.00140299,3126.32318085,True
MA0000040214,4021,PATRIMOINE OBLIGATIONS,WAFA GESTION,FCP,OMLT,]3   7],MBI MLT,QUOTIDIENNE,FGP,CAPITALISANT,0.03,0.01,0.02,ATTIJARIWAFA BANK,WAFA GESTION,2043298845.98,425.26,-0.000259,,0.001154,-0.001409,0.001154,0.008131,0.000777,0.077917,0.149507,0.121614,2026-07-31,Hebdomadaire,0.00042526,2043.2988459800001,False
MA0000041659,4165,PRESCOLAIRE,SAHAM CAPITAL GESTION,FCP,OMLT,[4  8],95% MBI MLT + 5% MASI FLOTTANT,HEBDOMADAIRE,FNPP,CAPITALISANT,0.03,0.03,0.02,SAHAM BANK,SAHAM BANK,702696369.95,1268.26,-0.008056,,0.000536,-0.001409,-0.000583,0.004745,-0.017462,0.097092,0.215612,0.260871,2026-07-31,Hebdomadaire,0.00126826,702.6963699500001,False
MA0000040255,4025,PROFIL DYNAMIQUE,WAFA GESTION,FCP,ACTIONS,-,75% MASI + 25% MBI MT,HEBDOMADAIRE,FGP,CAPITALISANT,0.02,0.005,0.02,ATTIJARIWAFA BANK,WAFA GESTION,518030714.28,869.9,0.015645,,0.007528,-0.018271,-0.018404,0.003472,-0.058927,0.268335,0.417837,0.367875,2026-07-31,Hebdomadaire,0.0008699,518.03071428,True
MA0000039364,3936,PROFIL FLEXIBLE,WAFA GESTION,FCP,DIVERSIFIÉ,-,75% MASI + 25% MBI MT,QUOTIDIENNE,FGP,DISTRIBUANT,0.02,0.02,0.02,ATTIJARIWAFA BANK,WAFA GESTION; ATTIJARIWAFA BANK,1039950404.55,1658.02,0.048524,,0.003517,-0.008841,0.000459,0.052457,-0.000175,0.206377,0.275086,0.233572,2026-07-31,Hebdomadaire,0.00165802,1039.95040455,True
MA0000040172,4017,PROFIL HARMONIE,WAFA GESTION,FCP,DIVERSIFIÉ,-,40% MASI + 60% MBI MT,HEBDOMADAIRE,FGP,CAPITALISANT,0.015,0.0025,0.015,ATTIJARIWAFA BANK,WAFA GESTION,1239323098.7,623.7,0.008375,,0.005935,-0.022199,-0.028399,0.00333,-0.023317,0.196799,0.319107,0.311837,2026-07-31,Hebdomadaire,0.0006237,1239.3230987,True
MA0000040164,4016,PROFIL SERENITE,WAFA GESTION,FCP,OMLT,"]1,1  5]",5% MASI + 95% MBI MT,HEBDOMADAIRE,FGP,CAPITALISANT,0.01,0.0,0.01,ATTIJARIWAFA BANK,WAFA GESTION,1049256723.29,310.07,0.006263,,0.001518,-0.000612,0.002133,0.014295,0.007277,0.085261,0.150325,0.128471,2026-07-31,Hebdomadaire,0.00031007,1049.2567232899999,True
MA0000039877,3987,QUANTUM OBLIGATION PLUS,QUANTUM CAPITAL GESTION,FCP,OMLT,[2  6],MBI GLOBAL,QUOTIDIENNE,FGP,CAPITALISANT,0.015,0.02,0.03,BANQUE CENTRALE POPULAIRE,QUANTUM CAPITAL GESTION,202358054.12,1009.85,0.009224,,0.000545,0.002064,0.005496,0.015547,,,,,2026-07-31,Hebdomadaire,0.00100985,202.35805412,True
MA0000039885,3988,QUANTUM OPTIMUM CROISSANCE,QUANTUM CAPITAL GESTION,FCP,ACTIONS,-,MASI,QUOTIDIENNE,FGP,CAPITALISANT,0.015,0.02,0.03,BANQUE CENTRALE POPULAIRE,QUANTUM CAPITAL GESTION,49175399.51,1036.66,0.047375,,0.00114,-0.009781,-0.018268,0.043064,,,,,2026-07-31,Hebdomadaire,0.00103666,49.17539951,True
MA0000039869,3986,QUANTUM OPTIMUM CT,QUANTUM CAPITAL GESTION,FCP,OCT,"[0,5 1,1]",MBI CT,QUOTIDIENNE,FGP,CAPITALISANT,0.015,0.02,0.03,BANQUE CENTRALE POPULAIRE,QUANTUM CAPITAL GESTION,1731175701.02,1016.77,0.016272,,0.000256,0.002149,0.006603,0.015754,,,,,2026-07-31,Hebdomadaire,0.00101677,1731.17570102,True
MA0000038853,3885,R-MIXT COUVERTURE,IRG ASSET MANAGEMENT,FCP,DIVERSIFIÉ,-,45% MBI MLT + 30%  MBI MT  + 25% MASI Rentabilité,QUOTIDIENNE,FNPP,CAPITALISANT,0.03,0.015,0.02,CDG,IRG ASSET MANAGEMENT,1837993999.65,1316.2,-0.005786,,0.00233,-0.005809,-0.004214,-0.002675,-0.028549,0.153459,0.285301,0.276328,2026-07-31,Hebdomadaire,0.0013162,1837.9939996500002,False
MA0000038879,3887,R-MIXT CROISSANCE,CFG GESTION,FCP,DIVERSIFIÉ,-,45% MBI MLT + 30% MBI MT + 25% MASI RB,QUOTIDIENNE,FNPP,CAPITALISANT,0.03,0.015,0.02,CFG BANK,CFG GESTION,2536759982.445807,1344.29,-0.013372,,0.001139,-0.007318,-0.009819,-0.007875,-0.037324,0.156587,0.298869,0.305136,2026-07-31,Hebdomadaire,0.00134429,2536.759982445807,False
MA0000041667,4166,R-MIXT OPTIMUM,WAFA GESTION,FCP,DIVERSIFIÉ,-,45% MBI MLT + 30% MBI MT + 25% MASI RENTABILITE,QUOTIDIENNE,FNPP,CAPITALISANT,0.03,0.015,0.02,CDG,WAFA GESTION,5897681066.31,1229.65,0.00127,,0.003395,-0.00648,-0.003993,0.005627,-0.019136,0.163978,0.289996,0.28194,2026-07-31,Hebdomadaire,0.00122965,5897.6810663100005,True
MA0000038861,3886,R-MIXT PERFORMANCE,BMCE CAPITAL GESTION,FCP,DIVERSIFIÉ,-,45% MBI MLT + 30% MBI MT + 25% MASI Rentabilité,QUOTIDIENNE,FNPP,CAPITALISANT,0.03,0.015,0.02,CDG,BMCE CAPITAL GESTION,5699633203.4,1299.44,-0.013977,,0.001634,-0.007356,-0.006901,-0.00624,-0.038349,0.149265,0.286116,0.261409,2026-07-31,Hebdomadaire,0.00129944,5699.6332034,False
MA0000038846,3884,R-MIXT SELECTION,UPLINE CAPITAL MANAGEMENT,FCP,DIVERSIFIÉ,-,45% MBI MLT + 30%  MBI MT  + 25% MASI RB,QUOTIDIENNE,FNPP,CAPITALISANT,0.0,0.0,0.02,CDG,UPLINE CAPITAL MANAGEMENT,5734318292.1,1302.18,-0.011275,,0.002186,-0.006659,-0.005149,-0.00584,-0.036065,0.158884,0.298997,0.267933,2026-07-31,Hebdomadaire,0.00130218,5734.318292100001,False
MA0000041253,4125,RMA CORPORATE BOND,RMA ASSET MANAGEMENT,FCP,OCT,"]0,5 1,1]",MBI CT,HEBDOMADAIRE,FGP,CAPITALISANT,0.03,0.02,0.02,BANK OF AFRICA,RMA ASSET MANAGEMENT,3278205.37,1531.16,0.037645,,0.000222,0.001734,0.005199,0.037413,0.045275,0.099932,0.186127,0.344326,2026-07-31,Hebdomadaire,0.0015311600000000002,3.2782053700000002,True
MA0000041089,4108,RMA DIVERSIFIE,RMA ASSET MANAGEMENT,FCP,DIVERSIFIÉ,-,50% MASI + 50% MBI MLT,HEBDOMADAIRE,FGP,CAPITALISANT,0.03,0.03,0.02,BANK OF AFRICA,RMA ASSET MANAGEMENT,472402225.84,220.85,-0.044518,,0.001905,-0.022442,-0.028548,-0.047773,-0.103875,0.258763,0.425667,0.454587,2026-07-31,Hebdomadaire,0.00022085,472.40222583999997,False
MA0000040719,4071,RMA DYNAMIQUE,RMA ASSET MANAGEMENT,FCP,ACTIONS,-,MASI,HEBDOMADAIRE,FGP,DISTRIBUANT,0.03,0.03,0.02,BANK OF AFRICA,RMA ASSET MANAGEMENT,8691727427.2,112322.34,-0.035151,,0.000827,-0.017327,-0.011812,-0.040547,-0.129581,0.200011,0.317288,0.291467,2026-07-31,Hebdomadaire,0.11232233999999999,8691.727427200001,False
MA0000040727,4072,RMA EQUITY MARKET,RMA ASSET MANAGEMENT,FCP,ACTIONS,-,MASI,HEBDOMADAIRE,FGP,CAPITALISANT,0.03,0.03,0.02,BANK OF AFRICA,RMA ASSET MANAGEMENT,124497575.84,256.61,-0.072203,,0.003088,-0.026333,-0.034466,-0.076344,-0.149707,0.288138,0.486044,0.449938,2026-07-31,Hebdomadaire,0.00025661,124.49757584000001,False
MA0000040735,4073,RMA EXPANSION,RMA ASSET MANAGEMENT,FCP,ACTIONS,-,MASI,HEBDOMADAIRE,FGP,DISTRIBUANT,0.03,0.03,0.02,BANK OF AFRICA,RMA ASSET MANAGEMENT,1524109291.91,314768.54,0.00292,,0.004136,-0.024795,-0.019879,-0.012311,-0.069211,0.307479,0.40433,0.472095,2026-07-31,Hebdomadaire,0.31476854,1524.1092919100001,True
MA0000040958,4095,RMA MULTISTRATEGIES,RMA ASSET MANAGEMENT,FCP,ACTIONS,-,MASI,HEBDOMADAIRE,FGP,DISTRIBUANT,0.03,0.03,0.02,BANK OF AFRICA,RMA ASSET MANAGEMENT,2228888817.75,198.65,-0.01287,,0.002574,-0.02085,-0.016341,-0.024504,-0.112962,0.242982,0.37607,0.357348,2026-07-31,Hebdomadaire,0.00019865,2228.88881775,False
MA0000040743,4074,RMA OBLIGATIONS,RMA ASSET MANAGEMENT,FCP,OMLT,]6  10],50% MBI MLT + 50% MBI LT,HEBDOMADAIRE,FGP,DISTRIBUANT,0.03,0.03,0.02,BANK OF AFRICA,RMA ASSET MANAGEMENT,9901996295.76,392593.62,-0.012396,,0.000718,-0.000295,-0.001809,0.000219,-0.01685,0.091723,0.205454,0.127426,2026-07-31,Hebdomadaire,0.39259362,9901.99629576,False
MA0000040966,4096,RMA PERFORMANCE,RMA ASSET MANAGEMENT,FCP,ACTIONS,-,MASI,HEBDOMADAIRE,FGP,DISTRIBUANT,0.03,0.03,0.02,BANK OF AFRICA,RMA ASSET MANAGEMENT,1230760902.15,295.42,0.008328,,0.000915,-0.023599,-0.016938,-0.014084,-0.111825,0.2857,0.404284,0.376451,2026-07-31,Hebdomadaire,0.00029542,1230.76090215,True
MA0000041238,4123,RMA RENDEMENT CT,RMA ASSET MANAGEMENT,FCP,OCT,"]0,5 1,1]",MBI CT,QUOTIDIENNE,FGP,CAPITALISANT,0.03,0.02,0.02,BANK OF AFRICA,RMA ASSET MANAGEMENT,1230462.66,123.05,0.011508,,0.000244,0.001628,0.0049,0.011259,0.018373,0.04262,0.072238,0.098268,2026-07-31,Hebdomadaire,0.00012305,1.23046266,True
MA0000041246,4124,RMA RENDEMENT MT,RMA ASSET MANAGEMENT,FCP,OMLT,"]1,1 5,1]",MBI MT,HEBDOMADAIRE,FGP,CAPITALISANT,0.03,0.02,0.02,BANK OF AFRICA,RMA ASSET MANAGEMENT,121965831.58,136.47,0.010215,,0.00022,0.001762,0.005304,0.015402,0.014044,0.066422,0.126176,0.138104,2026-07-31,Hebdomadaire,0.00013647,121.96583158,True
MA0000040941,4094,RMA RENDEMENT PLUS,RMA ASSET MANAGEMENT,FCP,OMLT,]4  8],MBI MLT,HEBDOMADAIRE,FGP,DISTRIBUANT,0.03,0.03,0.02,BANK OF AFRICA,RMA ASSET MANAGEMENT,3686190715.87,160.36,-0.006567,,6.2e-05,-0.001557,-0.001183,0.00514,-0.009206,0.09476,0.188054,0.134553,2026-07-31,Hebdomadaire,0.00016036000000000002,3686.19071587,False
MA0000041097,4109,RMA TRESO PLUS,RMA ASSET MANAGEMENT,FCP,MONÉTAIRE,"< 0,5",MONIA,QUOTIDIENNE,FGP,CAPITALISANT,0.0,0.0,0.01,BANK OF AFRICA,RMA ASSET MANAGEMENT,164334456.21,102.94,0.039588,,0.000292,0.001752,0.005273,0.03812,0.048696,0.106644,0.191022,0.326375,2026-07-31,Hebdomadaire,0.00010294,164.33445621,True
MA0000037004,3700,SAFAE,CIH CAPITAL MANAGEMENT,FCP,ACTIONS,-,MASI,HEBDOMADAIRE,FNPP,MIXTE,0.03,0.015,0.02,BMCI,CIH CAPITAL MANAGEMENT,94342086.28,206437.83,-0.019531,,0.004977,-0.017422,-0.036864,-0.033574,-0.100883,0.327543,0.558514,0.580442,2026-07-31,Hebdomadaire,0.20643783,94.34208628,False
MA0000035180,3518,SANAD ACTIONS,CIH CAPITAL MANAGEMENT,FCP,DIVERSIFIÉ,-,80% MBI GLOBAL + 20% MASI,HEBDOMADAIRE,FNPP,DISTRIBUANT,0.03,0.015,0.02,BMCI,CIH CAPITAL MANAGEMENT,348419659.08,133647.74,-0.024399,,0.001625,-0.007548,-0.014257,-0.021993,-0.052866,0.110648,0.223742,0.223031,2026-07-31,Hebdomadaire,0.13364774,348.41965908,False
MA0000035198,3519,SANAD OBLIGATAIRE,CIH CAPITAL MANAGEMENT,FCP,OMLT,"]1,1  13]",MBI,HEBDOMADAIRE,FNPP,CAPITALISANT,0.03,0.015,0.02,BMCI,CIH CAPITAL MANAGEMENT,1508331.96,1508331.96,-0.012509,,-0.000342,-0.001678,-0.00187,0.001036,-0.023615,0.023606,0.046091,0.031525,2026-07-31,Hebdomadaire,1.50833196,1.50833196,False
MA0000041188,4118,SANAD PERFORMANCE,CDG CAPITAL GESTION,FCP,DIVERSIFIÉ,-,80% MBI GLOBAL + 20% MASI,HEBDOMADAIRE,FNPP,MIXTE,0.03,0.015,0.02,CDG CAPITAL,CDG CAPITAL GESTION,196342157.55,965.12,-0.074751,,0.00316,-0.013876,-0.023563,-0.060403,-0.098374,0.102798,0.258663,0.19797,2026-07-31,Hebdomadaire,0.00096512,196.34215755000002,False
MA0000041287,4128,SANAD SERENITY,UPLINE CAPITAL MANAGEMENT,FCP,OMLT,"]1,1   10]",MBI GLOBAL,HEBDOMADAIRE,FNPP,MIXTE,0.0,0.0,0.02,BCP,UPLINE CAPITAL MANAGEMENT,1330186279.78,21098.5,-0.011163,,0.00029,0.000997,0.001489,0.004516,-0.00991,0.089145,0.194894,0.143319,2026-07-31,Hebdomadaire,0.0210985,1330.18627978,False
MA0000035453,3545,SCR INTEGRALE,CDG CAPITAL GESTION,FCP,ACTIONS,-,CFG 25 FLOTTANT,HEBDOMADAIRE,FNPP,DISTRIBUANT,0.03,0.015,0.02,CDG CAPITAL,CDG CAPITAL GESTION,216049770.14,6275.59,-0.098015,,0.005325,-0.024204,-0.034786,-0.084615,-0.156345,0.190314,0.380734,0.371612,2026-07-31,Hebdomadaire,0.00627559,216.04977014,False
MA0000035461,3546,SCR OBLIGATIONS,CDG CAPITAL GESTION,FCP,OMLT,"]1,1  9]",MBI GLOBAL,HEBDOMADAIRE,FNPP,CAPITALISANT,0.0,0.0,,CDG CAPITAL,CDG CAPITAL GESTION,2461577580.02,2720.83,-0.005184,,0.000434,-0.001699,0.001244,0.006072,-0.007394,0.084473,0.180647,0.078345,2026-07-31,Hebdomadaire,0.00272083,2461.57758002,False
MA0000035438,3543,SECURITE DEVELOPPEMENT,CIH CAPITAL MANAGEMENT,FCP,OMLT,"]1,1  5]",MBI MT,HEBDOMADAIRE,FNPP,CAPITALISANT,0.0,0.0,0.005,CIH BANK,CIH CAPITAL MANAGEMENT,4709126119.34,260705.65,0.002647,,0.000208,-0.000141,0.002924,0.006357,,0.0417,0.081716,0.103752,2026-07-31,Hebdomadaire,0.26070565,4709.1261193400005,True
MA0000036899,3689,SECURITE RENDEMENT,CIH CAPITAL MANAGEMENT,FCP,OCT,"[0,5  1,1[",MBI CT,HEBDOMADAIRE,FNPP,CAPITALISANT,0.03,0.015,0.02,CIH BANK,CIH CAPITAL MANAGEMENT,1289239970.43,150243.56,0.012393,,0.0002,0.001814,0.005441,0.012261,,0.044429,0.068385,0.089746,2026-07-31,Hebdomadaire,0.15024356,1289.23997043,True
MA0000037459,3745,SECURITE TRESO PLUS,SAHAM CAPITAL GESTION,FCP,OCT,"[0,5  1,1[",MBI CT,QUOTIDIENNE,FNPP,DISTRIBUANT,0.0,0.0,0.02,SAHAM BANK,SAHAM BANK,5726989.98,1124.48,0.012945,,0.000231,0.001746,0.005382,0.01258,0.020186,0.049161,0.085206,0.123514,2026-07-31,Hebdomadaire,0.00112448,5.726989980000001,True
MA0000030405,3040,SICAV MAROC CROISSANCE,MAROGEST,SICAV,DIVERSIFIÉ,-,-,HEBDOMADAIRE,FGP,CAPITALISANT,0.02,0.005,0.02,CIH BANK,MAROGEST,297795121.48,5075.25,-0.064225,,0.001468,-0.015331,-0.025119,-0.061264,-0.1088,0.115739,0.303911,0.316175,2026-07-31,Hebdomadaire,0.00507525,297.79512148000003,False
MA0000030298,3029,SICAV OBLIGATIONS PÉRENNITÉ,CDG CAPITAL GESTION,SICAV,OMLT,"[1,1  16[",MBI MT,QUOTIDIENNE,FNPP,CAPITALISANT,0.03,0.015,0.02,CDG CAPITAL,CDG CAPITAL GESTION,6826273373.53,3291.63,-0.007277,,0.000225,0.001466,0.004219,0.006732,-0.003991,0.054317,0.105063,0.118012,2026-07-31,Hebdomadaire,0.0032916300000000003,6826.27337353,False
MA0000030496,3049,SICAVENIR,BMCE CAPITAL GESTION,SICAV,OMLT,]3  7],MBI Global,QUOTIDIENNE,FGP,CAPITALISANT,0.02,0.02,0.02,BANK OF AFRICA,BMCE CAPITAL GESTION,125964489.87,4915.11,-0.006065,,0.000401,-0.000781,-0.001388,0.002959,-0.000543,0.082969,0.173158,0.086373,2026-07-31,Hebdomadaire,0.0049151099999999994,125.96448987000001,False
MA0000037822,3782,SMART FUND,CFG GESTION,FCP,OMLT,"]1,1  5,1]",BDT 52 SEMAINES,HEBDOMADAIRE,FNPP,CAPITALISANT,0.02,0.02,0.02,BANK OF AFRICA,CFG GROUP,53388365.840001,1033.6,-0.004037,,-0.000251,0.000223,0.000687,0.002289,-0.008157,0.013254,0.036222,0.021172,2026-07-31,Hebdomadaire,0.0010336,53.388365840001,False
MA0000039828,3982,SN ACTIONS,CIH CAPITAL MANAGEMENT,FCP,ACTIONS,-,MASI RB,QUOTIDIENNE,FNPP,MIXTE,0.0,0.0,0.02,CIH BANK,CIH CAPITAL MANAGEMENT,642062.44,160515.61,-0.013343,,0.003917,-0.009922,-0.003094,-0.010305,-0.028134,0.039291,0.104868,0.1083,2026-07-31,Hebdomadaire,0.16051560999999998,0.6420624399999999,False
MA0000041964,4196,SOCIAL IMPACT FUND,SAHAM CAPITAL GESTION,FCP,MONÉTAIRE,"]0 0,5]",MONIA,QUOTIDIENNE,FGP,MIXTE,0.02,0.06,0.005,SAHAM BANK,SAHAM BANK,105898892.03,1016.9,-0.013504,,0.000315,0.001813,-0.02128,-0.015252,-0.00499,0.022439,0.055603,,2026-07-31,Hebdomadaire,0.0010169,105.89889203,False
MA0000035735,3573,STAFF ACTION,CFG GESTION,FCP,ACTIONS,-,CFG 25 FLOTTANT,QUOTIDIENNE,FNPP,CAPITALISANT,0.003,0.003,0.02,CFG BANK,CFG GESTION; CFG BANK,48864605.9727,4399.44,-0.043654,,0.005575,-0.026963,-0.038109,-0.048667,-0.110687,0.296947,0.553387,0.646072,2026-07-31,Hebdomadaire,0.004399439999999999,48.8646059727,False
MA0000039836,3983,STERLING BOND,STERLING ASSET MANAGEMENT,FCP,OMLT,[2  6],MBI GLOBAL,QUOTIDIENNE,FGP,CAPITALISANT,0.03,0.015,0.02,SAHAM BANK,STERLING ASSET MANAGEMENT,342718116.09,1006.47,5e-05,,0.000358,-0.001141,0.00283,0.00963,,,,,2026-07-31,Hebdomadaire,0.00100647,342.71811608999997,True
MA0000039844,3984,STERLING EQUITY,STERLING ASSET MANAGEMENT,FCP,ACTIONS,-,MASI,QUOTIDIENNE,FGP,CAPITALISANT,0.03,0.015,0.02,ATTIJARIWAFA BANK,STERLING ASSET MANAGEMENT,852488017.75,929.7,0.000721,,0.003064,-0.013372,-0.009429,-0.023527,,,,,2026-07-31,Hebdomadaire,0.0009297,852.48801775,True
MA0000300022,30002,STERLING SECUR RENDEMENT,STERLING ASSET MANAGEMENT,FCP,OMLT,"[1,1  7]",MBI GLOBAL,QUOTIDIENNE,FNPP,CAPITALISANT,0.0,0.0,0.02,CDG,STERLING ASSET MANAGEMENT,200529853.36,1004.33,,,0.000349,0.001765,,,,,,,2026-07-31,Hebdomadaire,0.0010043300000000001,200.52985336,False
MA0000039851,3985,STERLING SHORT TERM BOND,STERLING ASSET MANAGEMENT,FCP,OCT,"[0,5  1,1]",MBI CT,QUOTIDIENNE,FGP,CAPITALISANT,0.03,0.015,0.02,SAHAM BANK,STERLING ASSET MANAGEMENT,1146851647.65,1019.23,0.016374,,0.000137,0.002153,0.006448,0.016759,,,,,2026-07-31,Hebdomadaire,0.00101923,1146.8516476500001,True
MA0000038614,3861,TWIN BOND,TWIN CAPITAL GESTION,FCP,OMLT,"]1,1   5,1]",MBI MT,HEBDOMADAIRE,FGP,CAPITALISANT,0.0,0.0,0.01,CFG BANK,TWIN CAPITAL GESTION; CFG BANK,188841613.11,1162.07,-0.001195,,0.000508,-0.001152,-0.002207,0.004078,-0.009799,0.025612,0.063183,0.120024,2026-07-31,Hebdomadaire,0.0011620699999999999,188.84161311000003,False
MA0000039190,3919,TWIN BOND TRESOR,TWIN CAPITAL GESTION,FCP,OMLT,]3   7],MBI GLOBAL,HEBDOMADAIRE,FGP,CAPITALISANT,0.0,0.0,0.01,CFG BANK,TWIN CAPITAL GESTION; CFG BANK,236732323.25,1148.03,-0.017737,,0.000889,-0.00067,-0.003818,-0.008336,-0.033075,0.064361,0.146127,,2026-07-31,Hebdomadaire,0.00114803,236.73232325,False
MA0000038606,3860,TWIN CASH,TWIN CAPITAL GESTION,FCP,MONÉTAIRE,"[0  0,5]",MONIA,QUOTIDIENNE,FGP,CAPITALISANT,0.0,0.0,0.006,CFG BANK,TWIN CAPITAL GESTION; CFG BANK,889125238.83,1164.02,0.014361,,0.000284,0.001756,0.005728,0.013081,0.024602,0.056817,0.094642,0.138896,2026-07-31,Hebdomadaire,0.00116402,889.1252388300001,True
MA0000039935,3993,TWIN LIQUID BANK,TWIN CAPITAL GESTION,FCP,OCT,"[0,5  1,1]",MBI CT,QUOTIDIENNE,FGP,CAPITALISANT,0.0,0.0,0.01,BCP,TWIN CAPITAL GESTION,1018850.49,1018.85,,,0.000216,0.001799,0.015104,,,,,,2026-07-31,Hebdomadaire,0.00101885,1.01885049,False
MA0000039208,3920,TWIN OPPORTUNITY,TWIN CAPITAL GESTION,FCP,DIVERSIFIÉ,-,30% MASI + 70% MBI,HEBDOMADAIRE,FGP,CAPITALISANT,0.015,0.015,0.01,CFG BANK,TWIN CAPITAL GESTION; CFG BANK,288683484.95,1169.47,-0.05751,,0.002916,-0.014984,-0.026901,-0.048569,-0.121446,0.097991,0.156757,,2026-07-31,Hebdomadaire,0.00116947,288.68348495,False
MA0000039927,3992,TWIN PERFORMANCE,TWIN CAPITAL GESTION,FCP,ACTIONS,-,MASI,QUOTIDIENNE,FGP,CAPITALISANT,0.02,0.02,0.02,BCP,TWIN CAPITAL GESTION,29730574.75,97.76,,,-0.001022,-0.026876,-0.034469,,,,,,2026-07-31,Hebdomadaire,9.776e-05,29.73057475,False
MA0000300071,30007,TWIN SECUR RENDEMENT,TWIN CAPITAL GESTION,FCP,OMLT,"[1,1  7]",MBI GLOBAL,QUOTIDIENNE,FNPP,CAPITALISANT,0.0,0.0,0.02,CDG,TWIN CAPITAL GESTION,201307919.52,1000.77,,,0.0006,-0.00027,,,,,,,2026-07-31,Hebdomadaire,0.00100077,201.30791952,False
MA0000038655,3865,TWIN TREASURY,TWIN CAPITAL GESTION,FCP,OCT,"]0,5 1,1]",MBI CT,QUOTIDIENNE,FGP,CAPITALISANT,0.0,0.0,0.008,CIH BANK,TWIN CAPITAL GESTION; CIH BANK,1171166563.94,1186.72,0.016942,,0.000261,0.00223,0.007419,0.017421,0.026397,0.068366,0.110246,0.157121,2026-07-31,Hebdomadaire,0.00118672,1171.16656394,True
MA0000039489,3948,UNIVERS DIVERSIFIE,WAFA GESTION,FCP,DIVERSIFIÉ,-,30% MASI RB + 70% MBI MLT,HEBDOMADAIRE,FNPP,MIXTE,0.0,0.0,0.02,ATTIJARIWAFA BANK,WAFA GESTION,209571438.72,1963.36,-0.012022,,0.003378,-0.01359,-0.00938,-0.006085,-0.036397,0.205358,0.358351,0.332772,2026-07-31,Hebdomadaire,0.00196336,209.57143872,False
MA0000042368,4236,UNIVERS OBLIGATIONS,WAFA GESTION,FCP,OMLT,"]1,1  13]",50% MBI MLT +50% MBI MT,QUOTIDIENNE,FNPP,MIXTE,0.0,0.0,0.02,ATTIJARIWAFA BANK,WAFA GESTION,3311387920.06,1904.43,0.001393,,0.000221,-0.00798,-0.012374,0.009125,0.024675,0.084941,0.168634,0.197815,2026-07-31,Hebdomadaire,0.0019044300000000001,3311.38792006,True
MA0000040040,4004,UPLINE ACTIONS,UPLINE CAPITAL MANAGEMENT,FCP,ACTIONS,-,MASI,QUOTIDIENNE,FGP,CAPITALISANT,0.01,0.005,0.02,BCP,UPLINE CAPITAL MANAGEMENT,2834622.28,5062.06,-0.043732,,0.005644,-0.026416,-0.035245,-0.054425,-0.132161,0.255331,0.470354,0.485464,2026-07-31,Hebdomadaire,0.00506206,2.8346222799999996,False
MA0000036568,3656,UPLINE AVENIR,UPLINE CAPITAL MANAGEMENT,FCP,OMLT,"]1,1  12]",95% MBI + 5% MASI,HEBDOMADAIRE,FNPP,MIXTE,0.0,0.0,0.02,BCP,UPLINE CAPITAL MANAGEMENT,10720836516.13,1646.31,-0.013447,,0.000583,-0.00243,-0.005161,-0.001032,-0.015059,0.092964,0.194814,0.12586,2026-07-31,Hebdomadaire,0.00164631,10720.836516129999,False
